question,answer
Herhangi bir filmi izleme hakkını içeren süper sinema biletini 20 $'a satın alabilir ve sadece 1 $ ekstra ücret karşılığında bir patlamış mısır ve bir soda alabilirsiniz. Ya da 12 dolara bir sinema bileti alabilir ve normal fiyattan bir patlamış mısır ve bir soda satın alabilirsiniz. Gazoz 3 dolarsa ve süper bileti almadıysanız ve 2 dolar tasarruf ettiyseniz patlamış mısırın normal fiyatı nedir?,Patlamış mısırın normal fiyatı 6 dolardır.
"Manny, dört arkadaşı Lisa, Raphael, Aaron ve Kai ile akşam yemeği için lazanya yapıyor. Lazanyayı servis etmek için kaç parçaya böleceğini bilmesi gerekiyor. Manny sadece bir parça istiyor. Aaron lazanyayı pek sevmez ve muhtemelen sadece sarımsaklı ekmek ve salata yiyecektir. Kai her zaman açtır ve Manny'den iki kat daha fazla yer. Raphael her zaman Manny'nin yediği miktarın yarısını yiyor ama kız kardeşi Lisa lazanyayı çok seviyor ve iki parça yiyor, ayrıca Raphael'in kendi parçasından kalanları da yiyor. Manny lazanyasını kaç parçaya bölmelidir?","Manny'nin lazanyayı kaç parçaya böleceğini hesaplayalım:

- Manny: 1 parça
- Aaron: 0 parça
- Kai: 2 parça (Manny'nin iki katı)
- Raphael: 0.5 parça (Manny'nin yarısı)
- Lisa: 2 parça + Raphael'in kalan 0.5 parçası = 2.5 parça

Toplam parçalar: 1 + 0 + 2 + 0.5 + 2.5 = 6 parça

Manny lazanyasını 6 parçaya bölmelidir."
Sab ve Dane her biri 3 dolar olan 6 çift ayakkabı ve 2 dolar olan 18 gömlek sattılar. Toplam kazançlarını böldüklerinde her biri ne kadar kazanacak?,"Toplam kazancı hesaplayalım:

Ayakkabılardan gelen toplam kazanç: 6 çift x 3 dolar = 18 dolar
Gömleklerden gelen toplam kazanç: 18 gömlek x 2 dolar = 36 dolar
Toplam kazanç = 18 dolar + 36 dolar = 54 dolar

Kazançları ikiye böldüklerinde:

54 dolar ÷ 2 = 27 dolar

Her biri 27 dolar kazanacak."
"Lucy yeni tarifler deniyor ve dolabın malzemelerle dolu olduğundan emin olmak istiyor. Hafta başında dolapta 500 gr'lık bir un torbası vardı. Salı günü kurabiye pişirirken 240 g kullandı ve unu kaldırırken yanlışlıkla kalan unun yarısını döktü. Lucy dolapta tam bir torba un olmasını istiyorsa, gram cinsinden ne kadar un alması gerekir?","Lucy'nin dolabında başlangıçta 500 gram un vardı. Salı günü 240 gram kullandı, bu durumda 500 - 240 = 260 gram un kaldı. Ardından, unun yarısını döktü, yani 260 / 2 = 130 gram un döküldü. Geriye de 130 gram un kaldı.

Lucy'nin tam bir un torbası (500 gram) olmasını istiyor, dolayısıyla 500 - 130 = 370 gram un alması gerekiyor."
Marie fırını için maliyeti $1040 olan yeni bir yazar kasa almayı planlamaktadır. Marie her gün tanesi 2 dolardan 40 somun ekmek ve tanesi 12 dolardan 6 kek satıyor. Kira için her gün 20 dolar ve elektrik için her gün 2 dolar ödemek zorundadır. Marie'nin yazar kasanın parasını ödeyebilmesi için kaç günlük kâr etmesi gerekir?,"Marie'nin her gün yaptığı kârı hesaplayalım:

Ekmeklerden gelir:
2 dolar/somun * 40 somun = 80 dolar

Keklerden gelir:
12 dolar/kek * 6 kek = 72 dolar

Günlük toplam gelir:
80 dolar + 72 dolar = 152 dolar

Günlük giderler (kira ve elektrik):
20 dolar (kira) + 2 dolar (elektrik) = 22 dolar

Günlük kâr:
152 dolar (gelir) - 22 dolar (gider) = 130 dolar

Marie'nin yazar kasanın maliyetini karşılayabilmesi için kaç gün çalışması gerektiğini bulmak için:
1040 dolar (maliyet) / 130 dolar (günlük kâr) = 8 gün

Marie'nin yazar kasanın parasını ödeyebilmesi için 8 gün kâr etmesi gerekir."
"Andrew 200 mini tarçınlı rulo ve 300 mini yaban mersinli muffin pişirir. Normal bir tarçınlı rulo 600 kaloridir ve normal bir yaban mersinli muffin 450 kaloridir. Bir mini hamur işi normal bir versiyonun 1/3'ü kadar kaloriye sahipse, pişirdiği hamur işleri kaç kaloriye sahiptir?","Andrew'un pişirdiği mini hamur işlerinin toplam kalorisi şu şekilde hesaplanır:

1. Bir mini tarçınlı rulo: 600 kalori / 3 = 200 kalori
2. Bir mini yaban mersinli muffin: 450 kalori / 3 = 150 kalori

Toplam:
200 mini tarçınlı rulo * 200 kalori = 40,000 kalori
300 mini yaban mersinli muffin * 150 kalori = 45,000 kalori

Toplam kalori: 40,000 + 45,000 = 85,000 kalori

Andrew'un pişirdiği hamur işleri toplam 85,000 kaloridir."
"Laboratuvarda üniformaların 6 katı kadar laboratuvar önlüğü vardır. Laboratuvar teknisyenlerinin sayısı üniforma sayısının yarısı kadardır. Laboratuvarda 12 üniforma varsa ve laboratuvar teknisyenleri önlük ve üniformaları aralarında eşit olarak paylaşıyorsa, her bir laboratuvar teknisyeni toplam kaç önlük ve üniforma alır?","Laboratuvarda 12 üniforma olduğu belirtilmiş.
Önlük sayısı ise bunun 6 katı, yani \(6 \times 12 = 72\) önlük.
Teknisyen sayısı, üniforma sayısının yarısı, yani \(12 \div 2 = 6\) teknisyen.

Her bir teknisyenin toplam kaç önlük ve üniforma alacağını bulmak için:

Önlük sayısı + Üniforma sayısı = \(72 + 12 = 84\)

Bu toplamı teknisyen sayısına böleriz:
\[84 \div 6 = 14\]

Her bir teknisyen toplam 14 önlük ve üniforma alır."
Paul'ün Cumartesi günü yapılacak bir doğum günü partisi için 63 keke ihtiyacı var. Halihazırda 8 çikolatalı ve 40 şekerlemeli keki var. Paul kaç tane daha cupcake almalıdır?,"Paul'ün toplam 63 kek ihtiyacı var. Elinde 8 çikolatalı ve 40 şekerlemeli kek bulunuyor. Bu da toplam 48 kek yapar (8 + 40 = 48).

Eksik olan kek sayısını bulmak için 63'ten 48'i çıkaralım:
63 - 48 = 15

Paul'ün 15 kek daha alması gerekiyor."
"Seth, Brooke'un iki katı yaşında. 2 yıl içinde yaşlarının toplamı 28 olacak. Seth kaç yaşında?",Seth şu anda 10 yaşında.
"John tüm VHS'lerini DVD'lerle değiştirmeye karar verir.  VHS'lerini tanesi 2 dolara takas edebilir ve daha sonra DVD'leri tanesi 10 dolara satın alabilir.  Eğer 100 filmi varsa, filmlerini değiştirmek ne kadara mal olur?","John VHS'lerini tanesi 2 dolara takas edebilir ve 100 VHS filminden toplam 200 dolar elde eder. Her bir DVD'yi 10 dolara satın alacağı için 100 DVD için toplam 1000 dolar ödemesi gerekir. Eldeki 200 doları takaslardan düşersek, net maliyet 1000 dolar - 200 dolar = 800 dolar olur. John'un filmleri DVD ile değiştirmesi 800 dolara mal olur."
"Sanat kulübünde 15 öğrenci bulunmaktadır. Her çeyreğin sonunda her öğrenci iki sanat eseri yapıyor. Bir okul yılında dört çeyrek dönem varsa, sanat kulübü iki okul yılında kaç sanat eseri toplayabilir?","Sanat kulübünde 15 öğrenci var ve her öğrenci her çeyrekte 2 sanat eseri yapıyor. Bir okul yılında dört çeyrek olduğuna göre:

15 öğrenci x 2 sanat eseri x 4 çeyrek = 120 sanat eseri

İki okul yılında ise:

120 sanat eseri x 2 yıl = 240 sanat eseri

Sanat kulübü iki okul yılında 240 sanat eseri toplayabilir."
"Bir partiye yüz kişi katıldı. Katılımcıların yüzde ellisi kadın, yüzde otuz beşi erkek ve geri kalanı çocuktur. Partiye kaç çocuk katılmıştır?","Yüz kişi katılımcının yüzde 15'i çocuktur. Bu durumda:

100 kişi * 0,15 = 15 çocuk

Partiye 15 çocuk katılmıştır."
Tim 3 düzine yumurta alıyor.  Yumurtaların tanesi $.50'dır.  Yumurtalar için ne kadar ödemiştir?,"Tim 3 düzine (36 adet) yumurta alıyor. Bir yumurtanın fiyatı $0.50 olduğuna göre,

36 yumurta x $0.50 = $18

Tim toplamda $18 ödemiştir."
"Sam ekmek satıyor. Bir hafta içinde 120 kasa ekmek satma hedefi var. Bir hafta Pazartesi ve Cuma günleri kapalıydı. Hafta sonu boyunca 20 kasa sattı. Salı günü 15 kasa, Çarşamba günü 12 kasa ve Perşembe günü 18 kasa sattı. Sam o hafta hedefinden kaç kasa sapmıştır?","Sam'in bir hafta içinde 120 kasa ekmek satma hedefi vardı. Satışları şu şekilde:

- Haftasonu: 20 kasa
- Salı: 15 kasa
- Çarşamba: 12 kasa
- Perşembe: 18 kasa

Toplam satış = 20 + 15 + 12 + 18 = 65 kasa

120 kasa hedefinden sapma = 120 - 65 = 55 kasa

Sam o hafta hedefinden 55 kasa sapmıştır."
"Her saniye fokurdayan bir kaynak yeni bir denizanası yaratıyorsa, aynı hızda çalışan 5 kaynak 4 saatte kaç denizanası yaratır?","Her saniye bir kaynak bir denizanası yaratıyorsa, bir saatte bir kaynak 3600 denizanası yaratır.

5 kaynak, bir saatte 5 * 3600 = 18000 denizanası yaratır.

4 saatte bu kaynaklar toplamda 4 * 18000 = 72000 denizanası yaratır.

Sonuç olarak, aynı hızda çalışan 5 kaynak 4 saatte 72000 denizanası yaratır."
"Gissela, Gordy ve Gary kamyon şoförleridir.  Gissela'nın 4,000 pound çakıl taşıyabilecek kadar büyük bir kamyonu var. Gordy'nin kamyonu Gissela'nın kamyonundan 800 pound daha fazla taşıyabilir.  Gary de kamyonunu getirip Gissela ve Gordy'ye katıldığında, üç kamyon toplamda 11.600 pound çakıl taşıyabilir. Gary'nin kamyonu kaç kilo çakıl taşıyabilir?","Gissela'nın kamyonu 4000 pound çakıl taşıyabilir.
Gordy'nin kamyonu Gissela'nın kamyonundan 800 pound daha fazla taşıyabilir, yani 4800 pound.
Üç kamyonun toplam kapasitesi 11.600 pound olduğuna göre, şöyle hesaplayabiliriz:

4000 (Gissela) + 4800 (Gordy) = 8800 pound

Toplamda 11.600 pound olduğuna göre:

11600 - 8800 = 2800 pound

Gary'nin kamyonu 2800 pound çakıl taşıyabilir."
"Salem şiir yazmayı çok seviyor ve yazdığı şiiri her zaman evindeki kütüphanesinde güvenle sakladığı bir yaratıcılık kutusunda saklıyor. Geçen hafta 20 kıtalık bir şiir yazdı. Her kıtada 10 satır ve her satırda 8 kelime varsa, şiirdeki toplam kelime sayısını hesaplayın.","Şiirdeki toplam kelime sayısı hesaplanırken her kıtada 10 satır ve her satırda 8 kelime olduğu dikkate alınır.

Bir kıtadaki toplam kelime sayısı:
10 satır * 8 kelime/satır = 80 kelime

Toplam 20 kıta olduğu için:
20 kıta * 80 kelime/kıta = 1600 kelime

Dolayısıyla, şiirde toplam 1600 kelime vardır."
"James bir küvet dolusu jöle yapmaya karar verir.  Her yarım kilo su için 1,5 yemek kaşığı jöle karışımı gerekir.  Küvet 6 fit küp su alabilir.  Her bir fit küp su 7,5 galon eder.  Bir galon su 8 kilo ağırlığındadır.  Bir çorba kaşığı jöle karışımının fiyatı 0,50 dolardır.  Küveti doldurmak için ne kadar harcadı?","Öncelikle, küvetin toplam su hacmini hesaplarken 6 fit küp su 7,5 galon edilir ve bir galon su 8 kilo ağırlığındadır.

1. 6 fit küp su = 6 × 7,5 galon = 45 galon su.
2. 45 galon su = 45 × 8 kilo = 360 kilo su.

Her yarım kilo su için 1,5 yemek kaşığı jöle karışımı gerektiği için:

3. 360 kilo su = 360 çarpı 2 (yarım kilolar) = 720 yarım kilo su.
4. 720 yarım kilo su için gereken jöle karışımı = 720 × 1,5 yemek kaşığı = 1080 yemek kaşığı jöle karışımı.

Bir yemek kaşığı jöle karışımı 0,50 dolar olduğuna göre:

5. Toplam maliyet = 1080 yemek kaşığı × 0,50 dolar/yemek kaşığı = 540 dolar.

James, küveti doldurmak için 540 dolar harcadı."
"Martha 5 yaşından beri deniz kabuğu topluyor, her ay bir deniz kabuğu topluyor. 10. doğum gününe kadar Martha kaç deniz kabuğu toplamış olacak?","Martha 5 yaşından 10 yaşına kadar toplam 5 yıl deniz kabuğu toplar. Bu süre zarfında her ay bir deniz kabuğu topladığına göre, toplam deniz kabuğu sayısı:

5 yıl × 12 ay/yıl = 60 deniz kabuğu

Martha 10. doğum gününe kadar 60 deniz kabuğu toplamış olacak."
Paul kalem üretiyor ve haftanın beş günü günde 100 kalem yapıyor. Haftaya stoğunda 80 kalemle başladı ve hafta boyunca 350 kalem sattı. Hafta sonunda stokunda kaç kalem vardı?,"Paul haftanın her günü 100 kalem ürettiğine göre, 5 günde toplam 500 kalem üretir. Haftaya 80 kalemle başladı ve hafta boyunca 350 kalem sattı.

Başlangıç stoğu: 80 kalem
Üretilen kalemler: 500 kalem
Toplam kalem: 80 + 500 = 580 kalem
Satılan kalemler: 350 kalem

Hafta sonunda stokunda kalan kalem sayısı:
580 - 350 = 230 kalem."
"Bir kitabın 8 bölümü vardır. Beth 3 saat içinde 2 bölüm okudu. Bu hızla okumaya devam ederse, kalan bölümleri okumayı kaç saatte bitirebilir?","Beth 3 saat içinde 2 bölüm okuduğuna göre, 1 bölümü 1.5 saatte okumaktadır. Kitabın 8 bölümünün 2'sini zaten okudu, dolayısıyla 6 bölümü kaldı. 6 bölümü okumak için:

6 bölüm * 1.5 saat/bölüm = 9 saat

Beth'in kitabın kalan bölümlerini okumayı bitirmesi 9 saat sürecektir."
"Bay Valentino'nun çiftliğinde 200 tavuk, tavukların iki katı kadar ördek ve ördeklerin üç katı kadar hindi vardır. Bay Valentino'nun çiftliğinde toplam kaç kuş vardır?","Bay Valentino'nun çiftliğinde 200 tavuk vardır. Tavukların iki katı kadar ördek vardır, yani 200 * 2 = 400 ördek. Ördeklerin üç katı kadar hindi vardır, yani 400 * 3 = 1200 hindi. Toplam kuş sayısını bulmak için hepsini toplarız:

200 tavuk + 400 ördek + 1200 hindi = 1800 kuş

Bu nedenle, Bay Valentino'nun çiftliğinde toplam 1800 kuş vardır."
"10 yıl sonra Cornelia, Kilee'nin üç katı yaşında olacak. Kilee şu anda 20 yaşındaysa, Cornelia şu anda kaç yaşındadır?",Cornelia şu anda 50 yaşındadır.
"Gretchen hafta sonları parkta karikatür çiziyor.  Çizim başına 20.00 dolar alıyor.  Cumartesi günü 24 ve Pazar günü 16 tane sattıysa, ne kadar para kazanmıştır?","Gretchen toplamda 40 karikatür çizmiştir. 1 karikatür için 20 dolar alıyorsa, toplam kazancı 40 x 20 = 800 dolar olur. Gretchen hafta sonu toplamda 800 dolar kazanmıştır."
"Bir günde, Ella'nın yediği her bir pound yemek için Ella'nın köpeği 4 pound yemek yiyor. Ella her gün 20 pound yemek yerse, Ella ve köpeği 10 günde ne kadar yemek yer?","Ella her gün 20 pound yemek yer. Köpeği ise her bir pound için 4 pound yediğine göre, köpeği her gün 20 * 4 = 80 pound yemek yer.

Ella ve köpeği birlikte her gün 20 + 80 = 100 pound yemek yerler.

10 gün boyunca:
100 pound/gün * 10 gün = 1000 pound

Dolayısıyla, Ella ve köpeği 10 günde toplam 1000 pound yemek yerler."
John her biri 20 dolar olan 3 tişört satın alır.  Ayrıca 50 dolarlık pantolon alıyor.  Ne kadar harcıyor?,John toplam 110 dolar harcıyor.
Ocak ayında milli parkı ziyaret eden aileler 26 kez hayvan görüyor. Şubat ayında milli parkı ziyaret eden aileler Ocak ayında gördükleri hayvan sayısının üç katı kadar hayvan görüyorlar. Mart ayında ise hayvanlar daha çekingendir ve milli parkı ziyaret eden aileler hayvanları Şubat ayındakinin yarısı kadar görmektedir. Aileler yılın ilk üç ayında bir hayvanı toplam kaç kez görmüştür?,"Ocak ayında aileler 26 kez hayvan görüyorlar. Şubat ayında bu sayının üç katı, yani 26 * 3 = 78 kez görüyorlar. Mart ayında ise Şubat ayındaki sayının yarısı, yani 78 / 2 = 39 kez görüyorlar.

Toplamda yılın ilk üç ayında bir hayvanı görme sayısı:
26 (Ocak) + 78 (Şubat) + 39 (Mart) = 143 kezdir."
Keenan'ın 1200 kelimelik bir kompozisyon yazması gerekiyor. Makalesi gece yarısı teslim edilecek. İlk iki saat boyunca saatte 400 kelime yazıyor. Ondan sonra saatte 200 kelime yazıyor. Zamanında bitirmek için son teslim tarihinden kaç saat önce başlaması gerekir?,"Keenan, ilk iki saat boyunca saatte 400 kelime yazdığı için 2 saatte toplam 800 kelime yazar. Geriye 1200 - 800 = 400 kelime kalır. Saate 200 kelime yazdığı için bu kalan 400 kelimeyi yazması 400/200 = 2 saat sürer.

Bu nedenle, Keenan'ın toplamda 2 + 2 = 4 saat önce başlaması gerekir."
"Asaf ve Alexander'ın yaşları arasındaki fark, Asaf'ın sahip olduğu toplam kalem sayısının yarısı kadardır. Yaşlarının toplamı 140'tır ve Asaf 50 yaşındadır. İskender'in Asaf'tan 60 kalem daha fazla kalemi varsa, birlikte sahip oldukları toplam kalem sayısını hesaplayın.","İlk olarak, Asaf 50 yaşında olduğuna göre Alexander'ın yaşı 90'dır (çünkü yaşlarının toplamı 140).

Asaf ve Alexander’ın yaşları arasındaki fark 40 yıldır (90 - 50).

Bu fark Asaf’ın sahip olduğu kalem sayısının yarısına eşittir. Dolayısıyla, Asaf 80 kalem sahibidir (çünkü, 40 = 80 / 2).

İskender, Asaf’tan 60 kalem daha fazla kalem sahibidir, bu durumda Alexander 140 kalem sahibidir (80 + 60).

Birlikte sahip oldukları toplam kalem sayısı 220’dir (80 + 140)."
"Amoli ve Anayet birlikte 369 mil yol kat etmelidir. Amoli 3 saat boyunca saatte 42 mil, Anayet ise 2 saat boyunca saatte 61 mil sürmüştür. Hala kaç mil yol kat etmeleri gerekiyor?","Amoli 3 saat x 42 mil/saat = 126 mil yol kat etmiştir.

Anayet 2 saat x 61 mil/saat = 122 mil yol kat etmiştir.

Toplam yol = 126 mil + 122 mil = 248 mil.

Başlangıçtaki toplam yol 369 mil idi.

Kalan yol = 369 mil - 248 mil = 121 mil.

Hala 121 mil yol kat etmeleri gerekiyor."
Jake sabahları %40 oranında köpeğine takılıyor. Takıldığı zamanların %25'inde kahvesini düşürüyor. Sabahların yüzde kaçında kahvesini düşürmez?,"Jake sabahları köpeğine takılmadığı zaman kahvesini düşürmez. Köpeğine takıldığı sabahların %25'inde kahvesini düşürdüğüne göre, kahvesini düşürme ihtimali %40 * %25 = %10 olur. Dolayısıyla sabahların %100 - %10 = %90'ında kahvesini düşürmez. "
"Camila hayatı boyunca sadece 7 kez yürüyüşe çıkmıştır. Amanda, Camila'dan 8 kat daha fazla yürüyüşe çıkmıştır ve Steven, Amanda'dan 15 kat daha fazla yürüyüşe çıkmıştır. Camila, Steven kadar yürüyüş yaptığını söylemek istiyorsa ve haftada 4 yürüyüş yapmayı planlıyorsa, Camila'nın hedefine ulaşması kaç hafta sürer?","Camila 7 yürüyüş yapmıştır. Amanda, Camila'dan 8 kat fazla yürüyüş yapmış demektir:

7 * 8 = 56 (Amanda'nın yürüyüş sayısı)

Steven, Amanda'dan 15 kat fazla yürüyüş yapmış demektir:

56 * 15 = 840 (Steven'ın yürüyüş sayısı)

Camila, Steven kadar yürüyüş yapmak istiyorsa, toplamda 840 yürüyüş yapmalıdır. Camila zaten 7 yürüyüş yaptığı için, kalan yürüyüş sayısı:

840 - 7 = 833

Camila haftada 4 yürüyüş yapmayı planlıyorsa, hedefe ulaşması gereken hafta sayısı:

833 / 4 = 208.25

Tam hafta olarak tamamlanamayacağı için, Camila'nın hedefine ulaşması 209 hafta sürecektir."
Hallie bir sanatçıdır. Bir resim yarışmasını kazanır ve 150 dolar ödül alır. Resimlerinden 3 tanesini tanesi 50 dolardan satıyor. Sanatından toplamda ne kadar para kazanıyor?,"Hallie, resim yarışmasını kazanarak 150 dolar alır. Ayrıca, resimlerinden 3 tanesini tanesi 50 dolardan satarak (3 * 50) 150 dolar daha kazanır. Toplamda 150 + 150 = 300 dolar kazanıyor."
"Alex bir aydır kıyafetlerini yıkamıyor; 18 gömlek, 12 pantolon, 17 kazak ve 13 kot pantolon yıkanmayı bekliyor. Alex'in çamaşır makinesi bir döngüde en fazla 15 parça yıkayabiliyor. Her döngü 45 dakika sürmektedir. Çamaşır makinesinin tüm giysileri yıkaması kaç saat sürer?","Alex’in yıkanması gereken toplam giysi sayısı 18 gömlek + 12 pantolon + 17 kazak + 13 kot pantolon = 60 giysidir. Çamaşır makinesi bir döngüde en fazla 15 giysi yıkayabiliyor, bu da 60 giysiyi yıkamak için 60 / 15 = 4 döngü gerektirir. Her döngü 45 dakika sürdüğünden, toplam süre 4 x 45 dakika = 180 dakika olacaktır. 180 dakikayı saat cinsinden ifade edersek, 180 dakika / 60 = 3 saat. Yani çamaşır makinesinin tüm giysileri yıkaması 3 saat sürer."
"Son beş yılda, 4 Temmuz'da Washington DC için en yüksek sıcaklık: 2020'de 90 derece, 2019'da 90 derece, 2018'de 90 derece, 2017'de 79 derece ve 2016'da 71 derece olmuştur. Son 5 yılda Washington DC'de 4 Temmuz için ortalama sıcaklık nedir?","Son beş yılda 4 Temmuz'da Washington DC için ortalama sıcaklık:

(90 + 90 + 90 + 79 + 71) / 5 = 84 derece."
"Bir Pazar sabahı Josephine çiftlikteki ahırda süt satıyordu. Alıcılar kaplarını getirdiler. Her biri iki litrelik üç kap, her biri 0,75 litrelik iki kap ve her biri 0,5 litrelik beş kap doldurdu. Josephine toplam kaç litre süt satmıştır?","Josephine toplam:
- Her biri iki litrelik 3 kap: 3 * 2 = 6 litre
- Her biri 0,75 litrelik 2 kap: 2 * 0,75 = 1,5 litre
- Her biri 0,5 litrelik 5 kap: 5 * 0,5 = 2,5 litre

Toplam süt miktarı:
6 + 1,5 + 2,5 = 10 litre

Josephine toplam 10 litre süt satmıştır."
"Mark'ın Mars bar, Snickers ve Butterfingers olmak üzere toplam 12 çikolatası var.  3 Snickers ve 2 Mars çikolatası var.  Kaç tane Butterfinger'ı var?",Mark'ın 7 tane Butterfinger'ı var.
"Bir internet sağlayıcısı, müşteri ayın 25'inden önce ödeme yaparsa %5 indirim yapmaktadır. Aylık internet ücreti 50 $ ise, müşteri her ayın 25'inde ödeme yaparsa 4 ay boyunca toplam ne kadar ödeme yapmıştır?","Eğer müşteri her ayın 25'inde ödeme yaparsa indirimden yararlanamaz ve aylık ücretin tamamını öder. Aylık internet ücreti 50 $ olduğuna göre, 4 ay boyunca toplam ödeme:

50 $ x 4 = 200 $

olur. Bu durumda müşteri 4 ay boyunca toplam 200 $ ödemiştir."
"Joan 480 mil uzakta yaşayan ailesini ziyaret etmek istiyor.  Saatte 60 mil hızla giderse ve 30 dakika süren bir öğle yemeği molası ve 15'er dakika süren 2 tuvalet molası verirse, oraya varması kaç saat sürer?",Joan'ın ailesine varması 9 saat sürer.
"Çöp kamyonu Daniel'in mahallesinden Salı, Perşembe ve Cumartesi günleri geçiyor. Her çöp toplama işleminde ortalama 200 kg çöp alınıyor. Daniel'in mahallesine giden yollardaki tıkanıklık nedeniyle çöp kamyonunun geçişi iki hafta boyunca durur. İlk hafta Daniel'in mahallesindeki insanlar fazla çöpleri çöp konteynerinin etrafına yığıyor, ikinci hafta ise çöp miktarını yarıya indirme politikası uyguluyorlar. Daniel'in mahallesinde 2 hafta boyunca kaç kilogram çöp birikmiştir?","İlk hafta, çöp kamyonu üç gün boyunca çöp toplamada başarısız olur. Toplamda bu, 3 gün x 200 kg = 600 kg çöp anlamına gelir.

İkinci hafta, çöp miktarı yarıya indiriliyor, dolayısıyla her gün 100 kg çöp birikiyor. Bu da 3 gün x 100 kg = 300 kg çöp demektir.

Toplamda iki hafta boyunca, 600 kg (ilk hafta) + 300 kg (ikinci hafta) = 900 kg çöp birikmiştir."
"Hash, Bill'in sahip olduğu oyuncakların yarısından dokuz fazlasına sahiptir. Bill'in 60 oyuncağı varsa, çocukların toplam kaç oyuncağı vardır?","Bill'in 60 oyuncağı var. Hash ise Bill'in oyuncaklarının yarısından dokuz fazlasına sahip. Yani Hash'in oyuncak sayısı \( \frac{60}{2} + 9 \) yani 30 + 9 = 39'dur.

Bill'in 60 oyuncağı ve Hash'in 39 oyuncağı olduğuna göre, toplam oyuncak sayısı 60 + 39 = 99'dur."
"Conor bir plajın yakınında yaşıyor ve eğlenmek için her gün oraya gitmeyi seviyor. Belirli bir hafta, ilk gün plajda 50 kişi buldu. Ertesi gün, plajda ilk güne göre 20 kişi daha vardı ve üçüncü gün, toplam insan sayısı ikinci gün orada olan sayının iki katına çıktı. Conor haftanın geri kalanında her gün ortalama 60 kişi gördüyse, Conor'ın o hafta plajda gördüğü toplam kişi sayısını hesaplayın.","İlk gün plajda 50 kişi vardı.
İkinci gün, plajda 50 + 20 = 70 kişi vardı.
Üçüncü gün, toplam insan sayısı ikinci günün iki katı olduğundan, plajda 70 x 2 = 140 kişi vardı.
Haftanın geri kalanında (4 gün) her gün ortalama 60 kişi varsa, toplam = 4 x 60 = 240 kişi.

Toplam kişi sayısı:
1. gün: 50
2. gün: 70
3. gün: 140
4. gün + 5. gün + 6. gün + 7. gün: 240

Toplam kişi sayısı = 50 + 70 + 140 + 240 = 500

Sonuç olarak, Conor'ın o hafta plajda gördüğü toplam kişi sayısı 500'dür."
"50 öğrenciden oluşan bir sınıfın çeşitli hobileri vardır. 10'u yemek pişirmeyi, 5'i basketbol oynamayı ve geri kalanı da ya video oyunları oynamayı ya da müzik dinlemeyi seviyor. Müzik çalmayı sevenlerin sayısı basketbol oynamayı tercih edenlerin sayısının iki katıysa kaç kişi video oyunu oynamayı sever?","Sınıfta yemek pişirmeyi seven 10 öğrenci ve basketbol oynamayı tercih eden 5 öğrenci var. Müzik çalmayı sevenlerin sayısı, basketbol oynayanların sayısının iki katı, yani \(5 \times 2 = 10\) kişidir.

Toplamda yemek pişirmeyi, basketbol oynamayı ve müzik çalmayı sevenler birlikte \(10 + 5 + 10 = 25\) kişidir.

Sınıfta 50 öğrenci olduğuna göre, geri kalan \(50 - 25 = 25\) öğrenci video oyunu oynamayı seviyordur.

Bu durumda, video oyunu oynamayı seven kişi sayısı 25'dir."
Okulumda bu yıl öğrenci sayısı %20 oranında arttı. Bu yılki öğrenci sayısı 960'tır. Geçen yıl kaç öğrenci vardı?,Geçen yıl öğrenci sayısı 800 idi.
"Mary ve iki arkadaşı hafta sonları oynamak için her gün misket toplama fikrini ortaya attılar. Pazartesiden cumaya kadar Mary, Jenny'nin topladığının iki katı kadar kırmızı bilye ve Mary'den 20 kırmızı bilye daha fazla toplayan Anie'nin topladığının yarısı kadar mavi bilye ve Jenny'nin topladığının iki katı kadar mavi bilye topladı. Jenny 30 kırmızı bilye ve 25 mavi bilye topladıysa, arkadaşların birlikte topladıkları toplam mavi bilye sayısı kaçtır?","Jenny'nin topladığı mavi bilye sayısı 25'tir. Mary, Jenny'nin topladığının iki katı kadar mavi bilye topladığı için Mary 50 mavi bilye toplamıştır. Anie'nin topladığı kırmızı bilye miktarı Mary'nin topladığından 20 fazla olduğu için, Anie'nin mavi bilye sayısı Mary'nin topladığı bilye sayısının yarısı kadar olacaktır. Mary'nin mavi bilyesi 50 olduğu için, Anie 25 mavi bilye toplamıştır.

Toplam mavi bilye miktarı:
Jenny: 25
Mary: 50
Anie: 25

25 + 50 + 25 = 100

Arkadaşların birlikte topladıkları toplam mavi bilye sayısı 100'dür."
"Büyücüler Parkı'ndayken Kate biri kendisi, ikisi de arkadaşları için olmak üzere 3 sihirli değnek satın alır. Döndüğünde asaları arkadaşlarına ödediğinden 5 dolar fazlasına satar. Satıştan sonra 130 dolar topladıysa, her bir asa kaç paraya mal olmuştur?","Her bir sihirli değneğin maliyetini hesaplamak için şöyle yapabiliriz:

Kate 3 adet sihirli değnek aldı ve bunları arkadaşlarına maliyetinin 5 dolar fazlasına sattı. Toplamda 130 dolar topladığına göre:

130 = 3 * (maliyet + 5)

Bu denklemi çözelim:

130 = 3 * maliyet + 15

130 - 15 = 3 * maliyet

115 = 3 * maliyet

maliyet = 115 / 3

maliyet = 38.33 dolar

Her bir sihirli değneğin maliyeti 38.33 dolardır."
